1712596776315601920 ('EPT', 'BID') 3 4474 25
[REJECTED] 1712597097483796163 ('IGM', 'BID')
[REJECTED] 1712597097483796164 ('IGM', 'ASK')
[REJECTED] 1712597097483796165 ('IGM', 'BID')
[REJECTED] 1712597097483796166 ('IGM', 'ASK')
[REJECTED] 1712597097483796167 ('BRV', 'BID')
1712597097483796137 ('DLO', 'ASK') 3 4851 0
[CANCELLED] 1712597097483796142 ('BRV', 'BID')
[REJECTED] 1712597097483796168 ('SCP', 'BID')
[REJECTED] 1712597097483796169 ('SCP', 'BID')
[REJECTED] 1712597097483796170 ('SCP', 'BID')
[REJECTED] 1712597097483796171 ('SCP', 'BID')
[REJECTED] 1712597097483796172 ('EPT', 'BID')
[REJECTED] 1712597097483796173 ('EPT', 'ASK')
[REJECTED] 1712597097483796175 ('DLO', 'ASK')
[REJECTED] 1712597097483796176 ('MKU', 'BID')
[REJECTED] 1712597097483796177 ('MKU', 'ASK')
[REJECTED] 1712597097483796178 ('IGM', 'BID')
[REJECTED] 1712597097483796179 ('IGM', 'ASK')
[REJECTED] 1712597097483796180 ('BRV', 'BID')
[REJECTED] 1712597097483796181 ('EPT', 'BID')
[REJECTED] 1712597097483796182 ('EPT', 'ASK')
[REJECTED] 1712597097483796183 ('EPT', 'BID')
[REJECTED] 1712597097483796184 ('EPT', 'ASK')
[REJECTED] 1712597097483796185 ('EPT', 'BID')
[REJECTED] 1712597097483796186 ('EPT', 'ASK')
[REJECTED] 1712597097483796187 ('DLO', 'BID')
[REJECTED] 1712597097483796188 ('DLO', 'ASK')
[REJECTED] 1712597097483796189 ('DLO', 'BID')
[REJECTED] 1712597097483796190 ('DLO', 'ASK')
[REJECTED] 1712597097483796191 ('DLO', 'BID')
[REJECTED] 1712597097483796192 ('DLO', 'ASK')
[REJECTED] 1712597097483796193 ('MKU', 'BID')
[REJECTED] 1712597097483796194 ('MKU', 'ASK')
[REJECTED] 1712597097483796195 ('MKU', 'BID')
[REJECTED] 1712597097483796196 ('MKU', 'ASK')
[REJECTED] 1712597097483796197 ('MKU', 'BID')
[REJECTED] 1712597097483796198 ('MKU', 'ASK')
[REJECTED] 1712597097483796199 ('IGM', 'BID')
[REJECTED] 1712597097483796200 ('IGM', 'ASK')
[REJECTED] 1712597097483796201 ('IGM', 'BID')
[REJECTED] 1712597097483796202 ('IGM', 'ASK')
[REJECTED] 1712597097483796203 ('IGM', 'BID')
[REJECTED] 1712597097483796204 ('IGM', 'ASK')
[REJECTED] 1712597097483796205 ('BRV', 'BID')
[CANCELLED] 1712597097483796174 ('DLO', 'BID')
[REJECTED] 1712597097483796206 ('SCP', 'BID')
[REJECTED] 1712597097483796207 ('SCP', 'BID')
[REJECTED] 1712597097483796208 ('SCP', 'BID')
[REJECTED] 1712597097483796209 ('SCP', 'BID')
[REJECTED] 1712597097483796210 ('EPT', 'BID')
[REJECTED] 1712597097483796211 ('EPT', 'ASK')
[REJECTED] 1712597097483796212 ('DLO', 'BID')
[REJECTED] 1712597097483796214 ('MKU', 'BID')
[REJECTED] 1712597097483796215 ('MKU', 'ASK')
[REJECTED] 1712597097483796216 ('IGM', 'BID')
[REJECTED] 1712597097483796217 ('IGM', 'ASK')
[REJECTED] 1712597097483796218 ('BRV', 'BID')
1712597097483796213 ('DLO', 'ASK') 1 4859 0
[REJECTED] 1712597097483796219 ('SCP', 'BID')
[REJECTED] 1712597097483796220 ('SCP', 'BID')
[REJECTED] 1712597097483796221 ('SCP', 'BID')
[REJECTED] 1712597097483796222 ('EPT', 'BID')
[REJECTED] 1712597097483796223 ('EPT', 'ASK')
[REJECTED] 1712597097483796225 ('DLO', 'ASK')
[REJECTED] 1712597097483796226 ('MKU', 'BID')
[REJECTED] 1712597097483796227 ('MKU', 'ASK')
[REJECTED] 1712597097483796228 ('IGM', 'BID')
[REJECTED] 1712597097483796229 ('IGM', 'ASK')
[REJECTED] 1712597097483796231 ('EPT', 'BID')
[REJECTED] 1712597097483796232 ('EPT', 'ASK')
[REJECTED] 1712597097483796233 ('EPT', 'BID')
[REJECTED] 1712597097483796234 ('EPT', 'ASK')
[REJECTED] 1712597097483796235 ('EPT', 'BID')
[REJECTED] 1712597097483796236 ('EPT', 'ASK')
[REJECTED] 1712597097483796237 ('DLO', 'BID')
[REJECTED] 1712597097483796238 ('DLO', 'ASK')
[REJECTED] 1712597097483796239 ('DLO', 'BID')
[REJECTED] 1712597097483796240 ('DLO', 'ASK')
[REJECTED] 1712597097483796241 ('DLO', 'BID')
[REJECTED] 1712597097483796242 ('DLO', 'ASK')
[REJECTED] 1712597097483796243 ('MKU', 'BID')
[REJECTED] 1712597097483796244 ('MKU', 'ASK')
[REJECTED] 1712597097483796245 ('MKU', 'BID')
[REJECTED] 1712597097483796246 ('MKU', 'ASK')
[REJECTED] 1712597097483796247 ('MKU', 'BID')
[REJECTED] 1712597097483796248 ('MKU', 'ASK')
[REJECTED] 1712597097483796249 ('IGM', 'BID')
[REJECTED] 1712597097483796250 ('IGM', 'ASK')
[REJECTED] 1712597097483796251 ('IGM', 'BID')
[REJECTED] 1712597097483796252 ('IGM', 'ASK')
[REJECTED] 1712597097483796253 ('IGM', 'BID')
[REJECTED] 1712597097483796254 ('IGM', 'ASK')
[REJECTED] 1712597097483796255 ('BRV', 'BID')
[CANCELLED] 1712597097483796224 ('DLO', 'BID')
[CANCELLED] 1712597097483796230 ('BRV', 'BID')
[REJECTED] 1712597097483796256 ('SCP', 'BID')
[REJECTED] 1712597097483796257 ('SCP', 'BID')
[REJECTED] 1712597097483796258 ('SCP', 'BID')
[REJECTED] 1712597097483796259 ('EPT', 'BID')
[REJECTED] 1712597097483796260 ('EPT', 'ASK')
[REJECTED] 1712597097483796261 ('DLO', 'BID')
[REJECTED] 1712597097483796263 ('MKU', 'BID')
[REJECTED] 1712597097483796264 ('MKU', 'ASK')
[REJECTED] 1712597097483796265 ('IGM', 'BID')
[REJECTED] 1712597097483796266 ('IGM', 'ASK')
1712597097483796267 ('BRV', 'BID') 6 5600 12
[REJECTED] 1712597097483796268 ('EPT', 'BID')
1712597097483796262 ('DLO', 'ASK') 3 4889 0
[REJECTED] 1712597097483796269 ('EPT', 'ASK')
[REJECTED] 1712597097483796270 ('EPT', 'BID')
[REJECTED] 1712597097483796271 ('EPT', 'ASK')
[REJECTED] 1712597097483796272 ('EPT', 'BID')
[REJECTED] 1712597097483796273 ('EPT', 'ASK')
[REJECTED] 1712597097483796274 ('DLO', 'BID')
[REJECTED] 1712597097483796275 ('DLO', 'ASK')
[REJECTED] 1712597097483796276 ('DLO', 'BID')
[REJECTED] 1712597097483796277 ('DLO', 'ASK')
[REJECTED] 1712597097483796278 ('DLO', 'BID')
[REJECTED] 1712597097483796279 ('DLO', 'ASK')
[REJECTED] 1712597097483796280 ('MKU', 'BID')
[REJECTED] 1712597097483796281 ('MKU', 'ASK')
[REJECTED] 1712597097483796282 ('MKU', 'BID')
[REJECTED] 1712597097483796283 ('MKU', 'ASK')
[REJECTED] 1712597097483796284 ('MKU', 'BID')
[REJECTED] 1712597097483796285 ('MKU', 'ASK')
[REJECTED] 1712597097483796286 ('IGM', 'BID')
[REJECTED] 1712597097483796287 ('IGM', 'ASK')
[REJECTED] 1712597097483796288 ('IGM', 'BID')
[REJECTED] 1712597097483796289 ('IGM', 'ASK')
[REJECTED] 1712597097483796290 ('IGM', 'BID')
[REJECTED] 1712597097483796291 ('IGM', 'ASK')
[REJECTED] 1712597097483796292 ('BRV', 'BID')
[REJECTED] 1712597114332304128 ('EPT', 'BID')
[REJECTED] 1712597114332304129 ('EPT', 'ASK')
1712597114332304131 ('DLO', 'ASK') 3 4842 -341
[REJECTED] 1712597114332304132 ('MKU', 'BID')
[REJECTED] 1712597114332304133 ('MKU', 'ASK')
[REJECTED] 1712597114332304134 ('IGM', 'BID')
[REJECTED] 1712597114332304135 ('IGM', 'ASK')
[REJECTED] 1712597114332304136 ('BRV', 'BID')
[REJECTED] 1712597114332304137 ('BRV', 'ASK')
[REJECTED] 1712597114332304138 ('EPT', 'BID')
[REJECTED] 1712597114332304139 ('EPT', 'ASK')
[REJECTED] 1712597114332304140 ('EPT', 'BID')
[REJECTED] 1712597114332304141 ('EPT', 'ASK')
[REJECTED] 1712597114332304142 ('EPT', 'BID')
[REJECTED] 1712597114332304143 ('EPT', 'ASK')
[REJECTED] 1712597114332304144 ('DLO', 'BID')
[REJECTED] 1712597114332304145 ('DLO', 'ASK')
[REJECTED] 1712597114332304146 ('DLO', 'BID')
[REJECTED] 1712597114332304147 ('DLO', 'ASK')
[REJECTED] 1712597114332304148 ('DLO', 'BID')
[REJECTED] 1712597114332304149 ('DLO', 'ASK')
[REJECTED] 1712597114332304150 ('MKU', 'BID')
[REJECTED] 1712597114332304151 ('MKU', 'ASK')
[REJECTED] 1712597114332304152 ('MKU', 'BID')
[REJECTED] 1712597114332304153 ('MKU', 'ASK')
[REJECTED] 1712597114332304154 ('MKU', 'BID')
[REJECTED] 1712597114332304155 ('MKU', 'ASK')
[REJECTED] 1712597114332304156 ('IGM', 'BID')
[REJECTED] 1712597114332304157 ('IGM', 'ASK')
[REJECTED] 1712597114332304158 ('IGM', 'BID')
[REJECTED] 1712597114332304159 ('IGM', 'ASK')
[REJECTED] 1712597114332304160 ('IGM', 'BID')
[REJECTED] 1712597114332304161 ('IGM', 'ASK')
[REJECTED] 1712597114332304162 ('BRV', 'BID')
[REJECTED] 1712597114332304163 ('BRV', 'ASK')
[REJECTED] 1712597114332304164 ('BRV', 'BID')
[REJECTED] 1712597114332304165 ('BRV', 'ASK')
[REJECTED] 1712597114332304166 ('BRV', 'BID')
[REJECTED] 1712597114332304167 ('BRV', 'ASK')
[CANCELLED] 1712597114332304130 ('DLO', 'BID')
[REJECTED] 1712597114332304168 ('SCP', 'BID')
[REJECTED] 1712597114332304169 ('SCP', 'BID')
[REJECTED] 1712597114332304170 ('SCP', 'BID')
[REJECTED] 1712597114332304171 ('SCP', 'BID')
[REJECTED] 1712597114332304172 ('EPT', 'BID')
[REJECTED] 1712597114332304173 ('EPT', 'ASK')
1712597114332304174 ('DLO', 'BID') 6 4834 2
[REJECTED] 1712597114332304176 ('MKU', 'BID')
[REJECTED] 1712597114332304177 ('MKU', 'ASK')
[REJECTED] 1712597114332304178 ('IGM', 'BID')
[REJECTED] 1712597114332304179 ('IGM', 'ASK')
[REJECTED] 1712597114332304180 ('BRV', 'BID')
[REJECTED] 1712597114332304181 ('BRV', 'ASK')
[REJECTED] 1712597114332304182 ('EPT', 'BID')
[REJECTED] 1712597114332304183 ('EPT', 'ASK')
[REJECTED] 1712597114332304184 ('EPT', 'BID')
[REJECTED] 1712597114332304185 ('EPT', 'ASK')
[REJECTED] 1712597114332304186 ('EPT', 'BID')
[REJECTED] 1712597114332304187 ('EPT', 'ASK')
[REJECTED] 1712597114332304188 ('DLO', 'BID')
[REJECTED] 1712597114332304189 ('DLO', 'ASK')
[REJECTED] 1712597114332304190 ('DLO', 'BID')
[REJECTED] 1712597114332304191 ('DLO', 'ASK')
[REJECTED] 1712597114332304192 ('DLO', 'BID')
[REJECTED] 1712597114332304193 ('DLO', 'ASK')
[REJECTED] 1712597114332304194 ('MKU', 'BID')
[REJECTED] 1712597114332304195 ('MKU', 'ASK')
[REJECTED] 1712597114332304196 ('MKU', 'BID')
[REJECTED] 1712597114332304197 ('MKU', 'ASK')
[REJECTED] 1712597114332304198 ('MKU', 'BID')
[REJECTED] 1712597114332304199 ('MKU', 'ASK')
[REJECTED] 1712597114332304200 ('IGM', 'BID')
[REJECTED] 1712597114332304201 ('IGM', 'ASK')
[REJECTED] 1712597114332304202 ('IGM', 'BID')
[REJECTED] 1712597114332304203 ('IGM', 'ASK')
[REJECTED] 1712597114332304204 ('IGM', 'BID')
[REJECTED] 1712597114332304205 ('IGM', 'ASK')
[REJECTED] 1712597114332304206 ('BRV', 'BID')
[REJECTED] 1712597114332304207 ('BRV', 'ASK')
[REJECTED] 1712597114332304208 ('BRV', 'BID')
[REJECTED] 1712597114332304209 ('BRV', 'ASK')
[REJECTED] 1712597114332304210 ('BRV', 'BID')
[REJECTED] 1712597114332304211 ('BRV', 'ASK')
[CANCELLED] 1712597114332304175 ('DLO', 'ASK')
[REJECTED] 1712597114332304212 ('SCP', 'BID')
[REJECTED] 1712597114332304213 ('SCP', 'BID')
[REJECTED] 1712597114332304214 ('SCP', 'BID')
[REJECTED] 1712597114332304215 ('EPT', 'BID')
[REJECTED] 1712597114332304216 ('EPT', 'ASK')
[REJECTED] 1712597114332304218 ('DLO', 'ASK')
[REJECTED] 1712597114332304219 ('MKU', 'BID')
[REJECTED] 1712597114332304220 ('MKU', 'ASK')
[REJECTED] 1712597114332304221 ('IGM', 'BID')
[REJECTED] 1712597114332304222 ('IGM', 'ASK')
[REJECTED] 1712597114332304223 ('BRV', 'BID')
[REJECTED] 1712597114332304224 ('BRV', 'ASK')
[REJECTED] 1712597114332304225 ('EPT', 'BID')
[REJECTED] 1712597114332304226 ('EPT', 'ASK')
[REJECTED] 1712597114332304227 ('EPT', 'BID')
[REJECTED] 1712597114332304228 ('EPT', 'ASK')
[REJECTED] 1712597114332304229 ('EPT', 'BID')
[REJECTED] 1712597114332304230 ('EPT', 'ASK')
[REJECTED] 1712597114332304231 ('DLO', 'BID')
[REJECTED] 1712597114332304232 ('DLO', 'ASK')
[REJECTED] 1712597114332304233 ('DLO', 'BID')
[REJECTED] 1712597114332304234 ('DLO', 'ASK')
[REJECTED] 1712597114332304235 ('DLO', 'BID')
[REJECTED] 1712597114332304236 ('DLO', 'ASK')
[REJECTED] 1712597114332304237 ('MKU', 'BID')
[REJECTED] 1712597114332304238 ('MKU', 'ASK')
[REJECTED] 1712597114332304239 ('MKU', 'BID')
[REJECTED] 1712597114332304240 ('MKU', 'ASK')
[REJECTED] 1712597114332304241 ('MKU', 'BID')
[REJECTED] 1712597114332304242 ('MKU', 'ASK')
[REJECTED] 1712597114332304243 ('IGM', 'BID')
[REJECTED] 1712597114332304244 ('IGM', 'ASK')
[REJECTED] 1712597114332304245 ('IGM', 'BID')
[REJECTED] 1712597114332304246 ('IGM', 'ASK')
[REJECTED] 1712597114332304247 ('IGM', 'BID')
[REJECTED] 1712597114332304248 ('IGM', 'ASK')
[REJECTED] 1712597114332304249 ('BRV', 'BID')
[REJECTED] 1712597114332304250 ('BRV', 'ASK')
[REJECTED] 1712597114332304251 ('BRV', 'BID')
[REJECTED] 1712597114332304252 ('BRV', 'ASK')
[REJECTED] 1712597114332304253 ('BRV', 'BID')
[REJECTED] 1712597114332304254 ('BRV', 'ASK')
[CANCELLED] 1712597114332304217 ('DLO', 'BID')
[REJECTED] 1712597114332304255 ('SCP', 'BID')
[REJECTED] 1712597114332304256 ('SCP', 'BID')
[REJECTED] 1712597114332304257 ('EPT', 'BID')
[REJECTED] 1712597114332304258 ('EPT', 'ASK')
[REJECTED] 1712597114332304260 ('DLO', 'ASK')
[REJECTED] 1712597114332304261 ('MKU', 'BID')
[REJECTED] 1712597114332304262 ('MKU', 'ASK')
[REJECTED] 1712597114332304263 ('IGM', 'BID')
[REJECTED] 1712597114332304264 ('IGM', 'ASK')
[REJECTED] 1712597114332304265 ('BRV', 'BID')
[REJECTED] 1712597114332304266 ('BRV', 'ASK')
[REJECTED] 1712597114332304267 ('EPT', 'BID')
[REJECTED] 1712597114332304268 ('EPT', 'ASK')
[REJECTED] 1712597114332304269 ('EPT', 'BID')
[REJECTED] 1712597114332304270 ('EPT', 'ASK')
[REJECTED] 1712597114332304271 ('EPT', 'BID')
[REJECTED] 1712597114332304272 ('EPT', 'ASK')
[REJECTED] 1712597114332304273 ('DLO', 'BID')
[REJECTED] 1712597114332304274 ('DLO', 'ASK')
[REJECTED] 1712597114332304275 ('DLO', 'BID')
[REJECTED] 1712597114332304276 ('DLO', 'ASK')
[REJECTED] 1712597114332304277 ('DLO', 'BID')
[REJECTED] 1712597114332304278 ('DLO', 'ASK')
[REJECTED] 1712597114332304279 ('MKU', 'BID')
[REJECTED] 1712597114332304280 ('MKU', 'ASK')
[REJECTED] 1712597114332304281 ('MKU', 'BID')
[REJECTED] 1712597114332304282 ('MKU', 'ASK')
[REJECTED] 1712597114332304283 ('MKU', 'BID')
[REJECTED] 1712597114332304284 ('MKU', 'ASK')
[REJECTED] 1712597114332304285 ('IGM', 'BID')
[REJECTED] 1712597114332304286 ('IGM', 'ASK')
[REJECTED] 1712597114332304287 ('IGM', 'BID')
[REJECTED] 1712597114332304288 ('IGM', 'ASK')
[REJECTED] 1712597114332304289 ('IGM', 'BID')
[REJECTED] 1712597114332304290 ('IGM', 'ASK')
[REJECTED] 1712597114332304291 ('BRV', 'BID')
[REJECTED] 1712597114332304292 ('BRV', 'ASK')
[REJECTED] 1712597114332304293 ('BRV', 'BID')
[REJECTED] 1712597114332304294 ('BRV', 'ASK')
[REJECTED] 1712597114332304295 ('BRV', 'BID')
[REJECTED] 1712597114332304296 ('BRV', 'ASK')
[CANCELLED] 1712597114332304259 ('DLO', 'BID')
[REJECTED] 1712597114332304297 ('SCP', 'BID')
[REJECTED] 1712597114332304298 ('SCP', 'BID')
[REJECTED] 1712597114332304299 ('SCP', 'BID')
[REJECTED] 1712597114332304300 ('SCP', 'BID')
[REJECTED] 1712597114332304301 ('EPT', 'BID')
[REJECTED] 1712597114332304302 ('EPT', 'ASK')
[REJECTED] 1712597114332304303 ('DLO', 'BID')
[REJECTED] 1712597114332304305 ('MKU', 'BID')
[REJECTED] 1712597114332304306 ('MKU', 'ASK')
[REJECTED] 1712597114332304307 ('IGM', 'BID')
[REJECTED] 1712597114332304308 ('IGM', 'ASK')
[REJECTED] 1712597114332304309 ('BRV', 'BID')
[REJECTED] 1712597114332304310 ('BRV', 'ASK')
[REJECTED] 1712597114332304311 ('EPT', 'BID')
[REJECTED] 1712597114332304312 ('EPT', 'ASK')
[REJECTED] 1712597114332304313 ('EPT', 'BID')
[REJECTED] 1712597114332304314 ('EPT', 'ASK')
[REJECTED] 1712597114332304315 ('EPT', 'BID')
[REJECTED] 1712597114332304316 ('EPT', 'ASK')
[REJECTED] 1712597114332304317 ('DLO', 'BID')
[REJECTED] 1712597114332304318 ('DLO', 'ASK')
[REJECTED] 1712597114332304319 ('DLO', 'BID')
[REJECTED] 1712597114332304320 ('DLO', 'ASK')
[REJECTED] 1712597114332304321 ('DLO', 'BID')
[REJECTED] 1712597114332304322 ('DLO', 'ASK')
[REJECTED] 1712597114332304323 ('MKU', 'BID')
[REJECTED] 1712597114332304324 ('MKU', 'ASK')
[REJECTED] 1712597114332304325 ('MKU', 'BID')
[REJECTED] 1712597114332304326 ('MKU', 'ASK')
[REJECTED] 1712597114332304327 ('MKU', 'BID')
[REJECTED] 1712597114332304328 ('MKU', 'ASK')
[REJECTED] 1712597114332304329 ('IGM', 'BID')
[REJECTED] 1712597114332304330 ('IGM', 'ASK')
[REJECTED] 1712597114332304331 ('IGM', 'BID')
[REJECTED] 1712597114332304332 ('IGM', 'ASK')
[REJECTED] 1712597114332304333 ('IGM', 'BID')
[REJECTED] 1712597114332304334 ('IGM', 'ASK')
[REJECTED] 1712597114332304335 ('BRV', 'BID')
[REJECTED] 1712597114332304336 ('BRV', 'ASK')
[REJECTED] 1712597114332304337 ('BRV', 'BID')
[REJECTED] 1712597114332304338 ('BRV', 'ASK')
[REJECTED] 1712597114332304339 ('BRV', 'BID')
[REJECTED] 1712597114332304340 ('BRV', 'ASK')
[CANCELLED] 1712597114332304304 ('DLO', 'ASK')
[REJECTED] 1712597114332304341 ('SCP', 'BID')
[REJECTED] 1712597114332304342 ('SCP', 'BID')
[REJECTED] 1712597114332304343 ('SCP', 'BID')
[REJECTED] 1712597114332304344 ('EPT', 'BID')
[REJECTED] 1712597114332304345 ('EPT', 'ASK')
[REJECTED] 1712597114332304347 ('DLO', 'ASK')
[REJECTED] 1712597114332304348 ('MKU', 'BID')
[REJECTED] 1712597114332304349 ('MKU', 'ASK')
[REJECTED] 1712597114332304350 ('IGM', 'BID')
[REJECTED] 1712597114332304351 ('IGM', 'ASK')
[REJECTED] 1712597114332304352 ('BRV', 'BID')
[REJECTED] 1712597114332304353 ('BRV', 'ASK')
[REJECTED] 1712597114332304354 ('EPT', 'BID')
[REJECTED] 1712597114332304355 ('EPT', 'ASK')
[REJECTED] 1712597114332304356 ('EPT', 'BID')
[REJECTED] 1712597114332304357 ('EPT', 'ASK')
[REJECTED] 1712597114332304358 ('EPT', 'BID')
[REJECTED] 1712597114332304359 ('EPT', 'ASK')
[REJECTED] 1712597114332304360 ('DLO', 'BID')
[REJECTED] 1712597114332304361 ('DLO', 'ASK')
[REJECTED] 1712597114332304362 ('DLO', 'BID')
[REJECTED] 1712597114332304363 ('DLO', 'ASK')
[REJECTED] 1712597114332304364 ('DLO', 'BID')
[REJECTED] 1712597114332304365 ('DLO', 'ASK')
[REJECTED] 1712597114332304366 ('MKU', 'BID')
[REJECTED] 1712597114332304367 ('MKU', 'ASK')
[REJECTED] 1712597114332304368 ('MKU', 'BID')
[REJECTED] 1712597114332304369 ('MKU', 'ASK')
[REJECTED] 1712597114332304370 ('MKU', 'BID')
[REJECTED] 1712597114332304371 ('MKU', 'ASK')
[REJECTED] 1712597114332304372 ('IGM', 'BID')
[REJECTED] 1712597114332304373 ('IGM', 'ASK')
[REJECTED] 1712597114332304374 ('IGM', 'BID')
[REJECTED] 1712597114332304375 ('IGM', 'ASK')
[REJECTED] 1712597114332304376 ('IGM', 'BID')
[REJECTED] 1712597114332304377 ('IGM', 'ASK')
[REJECTED] 1712597114332304378 ('BRV', 'BID')
[REJECTED] 1712597114332304379 ('BRV', 'ASK')
[REJECTED] 1712597114332304380 ('BRV', 'BID')
[REJECTED] 1712597114332304381 ('BRV', 'ASK')
[REJECTED] 1712597114332304382 ('BRV', 'BID')
[REJECTED] 1712597114332304383 ('BRV', 'ASK')
[CANCELLED] 1712597114332304346 ('DLO', 'BID')
[REJECTED] 1712597114332304384 ('SCP', 'BID')
[REJECTED] 1712597114332304385 ('SCP', 'BID')
[REJECTED] 1712597114332304386 ('SCP', 'BID')
[REJECTED] 1712597114332304387 ('SCP', 'BID')
[REJECTED] 1712597114332304388 ('EPT', 'BID')
[REJECTED] 1712597114332304389 ('EPT', 'ASK')
[REJECTED] 1712597114332304391 ('DLO', 'ASK')
[REJECTED] 1712597114332304392 ('MKU', 'BID')
[REJECTED] 1712597114332304393 ('MKU', 'ASK')
[REJECTED] 1712597114332304394 ('IGM', 'BID')
[REJECTED] 1712597114332304395 ('IGM', 'ASK')
[REJECTED] 1712597114332304396 ('BRV', 'BID')
[REJECTED] 1712597114332304397 ('BRV', 'ASK')
[REJECTED] 1712597114332304398 ('EPT', 'BID')
[REJECTED] 1712597114332304399 ('EPT', 'ASK')
[REJECTED] 1712597114332304400 ('EPT', 'BID')
[REJECTED] 1712597114332304401 ('EPT', 'ASK')
[REJECTED] 1712597114332304402 ('EPT', 'BID')
[REJECTED] 1712597114332304403 ('EPT', 'ASK')
[REJECTED] 1712597114332304404 ('DLO', 'BID')
[REJECTED] 1712597114332304405 ('DLO', 'ASK')
[REJECTED] 1712597114332304406 ('DLO', 'BID')
[REJECTED] 1712597114332304407 ('DLO', 'ASK')
[REJECTED] 1712597114332304408 ('DLO', 'BID')
[REJECTED] 1712597114332304409 ('DLO', 'ASK')
[REJECTED] 1712597114332304410 ('MKU', 'BID')
[REJECTED] 1712597114332304411 ('MKU', 'ASK')
[REJECTED] 1712597114332304412 ('MKU', 'BID')
[REJECTED] 1712597114332304413 ('MKU', 'ASK')
[REJECTED] 1712597114332304414 ('MKU', 'BID')
[REJECTED] 1712597114332304415 ('MKU', 'ASK')
[REJECTED] 1712597114332304416 ('IGM', 'BID')
[REJECTED] 1712597114332304417 ('IGM', 'ASK')
[REJECTED] 1712597114332304418 ('IGM', 'BID')
[REJECTED] 1712597114332304419 ('IGM', 'ASK')
[REJECTED] 1712597114332304420 ('IGM', 'BID')
[REJECTED] 1712597114332304421 ('IGM', 'ASK')
[REJECTED] 1712597114332304422 ('BRV', 'BID')
[REJECTED] 1712597114332304423 ('BRV', 'ASK')
[REJECTED] 1712597114332304424 ('BRV', 'BID')
[REJECTED] 1712597114332304425 ('BRV', 'ASK')
[REJECTED] 1712597114332304426 ('BRV', 'BID')
[REJECTED] 1712597114332304427 ('BRV', 'ASK')
[CANCELLED] 1712597114332304390 ('DLO', 'BID')
[REJECTED] 1712597114332304428 ('SCP', 'BID')
[REJECTED] 1712597114332304429 ('SCP', 'BID')
[REJECTED] 1712597114332304430 ('SCP', 'BID')
[REJECTED] 1712597114332304431 ('SCP', 'BID')
[REJECTED] 1712597114332304432 ('EPT', 'BID')
[REJECTED] 1712597114332304433 ('EPT', 'ASK')
[REJECTED] 1712597114332304434 ('DLO', 'BID')
1712597114332304435 ('DLO', 'ASK') 3 4886 -8
[REJECTED] 1712597114332304436 ('MKU', 'BID')
[REJECTED] 1712597114332304437 ('MKU', 'ASK')
[REJECTED] 1712597114332304438 ('IGM', 'BID')
[REJECTED] 1712597114332304439 ('IGM', 'ASK')
[REJECTED] 1712597114332304440 ('BRV', 'BID')
[REJECTED] 1712597114332304441 ('BRV', 'ASK')
[REJECTED] 1712597114332304442 ('EPT', 'BID')
[REJECTED] 1712597114332304443 ('EPT', 'ASK')
[REJECTED] 1712597114332304444 ('EPT', 'BID')
[REJECTED] 1712597114332304445 ('EPT', 'ASK')
[REJECTED] 1712597114332304446 ('EPT', 'BID')
[REJECTED] 1712597114332304447 ('EPT', 'ASK')
[REJECTED] 1712597114332304448 ('DLO', 'BID')
[REJECTED] 1712597114332304449 ('DLO', 'ASK')
[REJECTED] 1712597114332304450 ('DLO', 'BID')
[REJECTED] 1712597114332304451 ('DLO', 'ASK')
[REJECTED] 1712597114332304452 ('DLO', 'BID')
[REJECTED] 1712597114332304453 ('DLO', 'ASK')
[REJECTED] 1712597114332304454 ('MKU', 'BID')
[REJECTED] 1712597114332304455 ('MKU', 'ASK')
[REJECTED] 1712597114332304456 ('MKU', 'BID')
[REJECTED] 1712597114332304457 ('MKU', 'ASK')
[REJECTED] 1712597114332304458 ('MKU', 'BID')
[REJECTED] 1712597114332304459 ('MKU', 'ASK')
[REJECTED] 1712597114332304460 ('IGM', 'BID')
[REJECTED] 1712597114332304461 ('IGM', 'ASK')
[REJECTED] 1712597114332304462 ('IGM', 'BID')
[REJECTED] 1712597114332304463 ('IGM', 'ASK')
[REJECTED] 1712597114332304464 ('IGM', 'BID')
[REJECTED] 1712597114332304465 ('IGM', 'ASK')
[REJECTED] 1712597114332304466 ('BRV', 'BID')
[REJECTED] 1712597114332304467 ('BRV', 'ASK')
[REJECTED] 1712597114332304468 ('BRV', 'BID')
[REJECTED] 1712597114332304469 ('BRV', 'ASK')
[REJECTED] 1712597114332304470 ('BRV', 'BID')
[REJECTED] 1712597114332304471 ('BRV', 'ASK')
[REJECTED] 1712597126799588608 ('EPT', 'BID')
[REJECTED] 1712597126799588609 ('EPT', 'ASK')
[REJECTED] 1712597126799588611 ('DLO', 'ASK')
[REJECTED] 1712597126799588612 ('MKU', 'BID')
[REJECTED] 1712597126799588613 ('MKU', 'ASK')
[REJECTED] 1712597126799588614 ('IGM', 'BID')
[REJECTED] 1712597126799588615 ('IGM', 'ASK')
1712597126799588617 ('BRV', 'ASK') 3 5187 -686
[REJECTED] 1712597126799588618 ('EPT', 'BID')
[REJECTED] 1712597126799588619 ('EPT', 'ASK')
[REJECTED] 1712597126799588620 ('EPT', 'BID')
[REJECTED] 1712597126799588621 ('EPT', 'ASK')
[REJECTED] 1712597126799588622 ('EPT', 'BID')
