1712715259482565892 ('BRV', <Side.BUY: 1>) 1 5384 4
[CANCELLED] 1712715259482568824 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482568839 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482568841 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482568842 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482568843 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482568844 ('MKU', <Side.SELL: 2>)
1712715259482568859 ('MKU', <Side.BUY: 1>) 1 4995 11
[CANCELLED] 1712715259482568825 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482568845 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482568847 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482568849 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482568850 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482568826 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715259482568851 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715259482568853 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715259482568855 ('BRV', <Side.BUY: 1>)
1712715259482568861 ('BRV', <Side.BUY: 1>) 1 5619 16
1712715259482568874 ('MKU', <Side.BUY: 1>) 2 4980 6
1712715259482568860 ('IGM', <Side.BUY: 1>) 1 6525 0
1712715259482568886 ('BRV', <Side.BUY: 1>) 2 5598 17
1712715259482568888 ('BRV', <Side.BUY: 1>) 2 5595 0
1712715259482568868 ('DLO', <Side.BUY: 1>) 2 4947 0
1712715259482568862 ('EPT', <Side.BUY: 1>) 2 4050 0
1712715259482568876 ('MKU', <Side.BUY: 1>) 2 4966 0
1712715259482568864 ('EPT', <Side.BUY: 1>) 2 4030 0
1712715259482568881 ('IGM', <Side.SELL: 2>) 2 6555 0
1712715259482568866 ('EPT', <Side.BUY: 1>) 2 4010 0
1712715259482568883 ('IGM', <Side.SELL: 2>) 2 6575 0
[CANCELLED] 1712715259482568863 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482568865 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482568867 ('EPT', <Side.SELL: 2>)
1712715259482568892 ('EPT', <Side.BUY: 1>) 1 3995 36
[CANCELLED] 1712715259482568869 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482568870 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482568871 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482568872 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482568873 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482568875 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482568877 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482568878 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482568879 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482568880 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482568882 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482568884 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482568885 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482568887 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715259482568889 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715259482568890 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715259482568891 ('BRV', <Side.SELL: 2>)
1712715259482568897 ('EPT', <Side.BUY: 1>) 2 3995 16
1712715259482568916 ('IGM', <Side.SELL: 2>) 2 6587 -17
1712715259482568899 ('EPT', <Side.BUY: 1>) 2 3991 0
1712715259482568918 ('IGM', <Side.SELL: 2>) 2 6590 0
1712715259482568920 ('IGM', <Side.SELL: 2>) 2 6610 0
[CANCELLED] 1712715259482568898 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482568900 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482568901 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482568902 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482568893 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482568903 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482568904 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482568905 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482568906 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482568907 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482568908 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482568894 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482568909 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482568910 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482568911 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482568912 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482568913 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482568914 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482568895 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482568915 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482568917 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482568919 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482568896 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715259482568921 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715259482568922 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715259482568923 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715259482568924 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715259482568925 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715259482568926 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715259482568927 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482568932 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482568933 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482568934 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482568935 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482568936 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482568937 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482568928 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482568938 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482568939 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482568940 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482568941 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482568942 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482568943 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482568929 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482568944 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482568945 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482568946 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482568947 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482568948 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482568949 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482568930 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482568950 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482568951 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482568952 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482568953 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482568954 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482568955 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482568931 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715259482568956 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715259482568957 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715259482568958 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482568963 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482568964 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482568965 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482568966 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482568967 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482568968 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482568959 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482568969 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482568970 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482568971 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482568972 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482568973 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482568974 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482568960 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482568975 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482568976 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482568977 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482568978 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482568979 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482568980 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482568961 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482568981 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482568982 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482568962 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715259482568983 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482568988 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482568989 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482568990 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482568991 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482568992 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482568993 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482568984 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482568994 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482568995 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482568996 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482568997 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482568998 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482568999 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482568985 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482569000 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482569001 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482569002 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482569003 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482569004 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482569005 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482568986 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482569006 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482569007 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482569008 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482569009 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482569010 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482569011 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482568987 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715259482569012 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715259482569013 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715259482569014 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482569019 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482569020 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482569021 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482569022 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482569023 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482569024 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482569015 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482569025 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482569026 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482569027 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482569028 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482569029 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482569030 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482569016 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482569031 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482569032 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482569033 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482569034 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482569035 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482569036 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482569017 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482569037 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482569038 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482569018 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715259482569039 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482569044 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482569045 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482569046 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482569047 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482569048 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482569049 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482569040 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482569050 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482569051 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482569052 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482569053 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482569054 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482569055 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482569041 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482569056 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482569057 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482569058 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482569059 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482569060 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482569061 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482569042 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482569062 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482569063 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482569064 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482569065 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482569066 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482569067 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482569043 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715259482569068 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715259482569069 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715259482569070 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715259482569071 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715259482569072 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715259482569073 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715259482569074 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482569079 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482569080 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482569081 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482569082 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482569083 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482569084 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482569075 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482569085 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482569086 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482569087 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482569088 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482569089 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482569090 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482569076 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482569091 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482569092 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482569093 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482569094 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482569077 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482569078 ('BRV', <Side.BUY: 1>)
1712715421611510787 ('IGM', <Side.BUY: 1>) 1 5578 0
1712715421611510786 ('MKU', <Side.BUY: 1>) 1 5076 0
1712715421611510788 ('BRV', <Side.BUY: 1>) 1 5225 0
1712715421611510784 ('EPT', <Side.BUY: 1>) 1 4772 0
1712715421611510808 ('IGM', <Side.SELL: 2>) 2 5610 0
[CANCELLED] 1712715421611510789 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611510790 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611510791 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611510792 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611510793 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611510794 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611510785 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611510795 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611510796 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715421611510797 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611510798 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715421611510799 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611510800 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715421611510801 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715421611510802 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715421611510803 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715421611510804 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715421611510805 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715421611510806 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715421611510807 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715421611510809 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715421611510810 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611510815 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611510811 ('DLO', <Side.BUY: 1>)
1712715421611510817 ('DLO', <Side.BUY: 1>) 1 4985 0
[CANCELLED] 1712715421611510812 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715421611510813 ('IGM', <Side.BUY: 1>)
1712715421611510819 ('IGM', <Side.BUY: 1>) 1 5634 30
[CANCELLED] 1712715421611510814 ('BRV', <Side.BUY: 1>)
1712715421611510820 ('BRV', <Side.BUY: 1>) 1 5270 15
1712715421611510822 ('EPT', <Side.SELL: 2>) 2 4781 0
1712715421611510818 ('MKU', <Side.BUY: 1>) 1 5100 0
1712715421611510833 ('MKU', <Side.BUY: 1>) 2 5080 0
1712715421611510827 ('DLO', <Side.BUY: 1>) 2 4965 0
1712715421611510835 ('MKU', <Side.BUY: 1>) 2 5060 0
1712715421611510837 ('MKU', <Side.BUY: 1>) 2 5040 0
[CANCELLED] 1712715421611510816 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611510821 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611510823 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611510824 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611510825 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611510826 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611510828 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715421611510829 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611510830 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715421611510831 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611510832 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715421611510834 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715421611510836 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715421611510838 ('MKU', <Side.SELL: 2>)
1712715421611510841 ('MKU', <Side.BUY: 1>) 1 5046 15
1712715421611510843 ('BRV', <Side.BUY: 1>) 1 5169 13
1712715421611510842 ('IGM', <Side.BUY: 1>) 1 5601 0
[CANCELLED] 1712715421611510839 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611510844 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611510845 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611510846 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611510847 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611510848 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611510849 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611510840 ('DLO', <Side.BUY: 1>)
1712715421611510868 ('MKU', <Side.SELL: 2>) 1 5097 -2
1712715421611510862 ('DLO', <Side.SELL: 2>) 2 4974 0
1712715421611510853 ('IGM', <Side.BUY: 1>) 1 5602 0
1712715421611510856 ('EPT', <Side.SELL: 2>) 2 4808 0
[CANCELLED] 1712715421611510850 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611510855 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611510857 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611510858 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611510859 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611510860 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611510851 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611510861 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611510863 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611510864 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715421611510865 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611510866 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715421611510852 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715421611510867 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715421611510854 ('BRV', <Side.BUY: 1>)
1712715421611510869 ('EPT', <Side.BUY: 1>) 1 4776 34
1712715421611510874 ('EPT', <Side.BUY: 1>) 2 4776 14
1712715421611510893 ('IGM', <Side.SELL: 2>) 2 5681 -61
1712715421611510871 ('MKU', <Side.BUY: 1>) 1 5095 0
1712715421611510873 ('BRV', <Side.BUY: 1>) 1 5225 0
1712715421611510872 ('IGM', <Side.BUY: 1>) 1 5579 0
1712715421611510870 ('DLO', <Side.BUY: 1>) 1 4964 0
1712715421611510892 ('IGM', <Side.BUY: 1>) 2 5559 0
1712715421611510875 ('EPT', <Side.SELL: 2>) 2 4851 0
[CANCELLED] 1712715421611510876 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611510877 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611510878 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611510879 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611510880 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611510881 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715421611510882 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611510883 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715421611510884 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611510885 ('DLO', <Side.SELL: 2>)
1712715421611510896 ('DLO', <Side.BUY: 1>) 1 4953 20
[CANCELLED] 1712715421611510886 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715421611510887 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715421611510888 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715421611510889 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715421611510890 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715421611510891 ('MKU', <Side.SELL: 2>)
1712715421611510897 ('MKU', <Side.BUY: 1>) 1 5088 13
[CANCELLED] 1712715421611510894 ('IGM', <Side.BUY: 1>)
1712715421611510898 ('IGM', <Side.BUY: 1>) 1 5558 86
1712715421611510899 ('BRV', <Side.BUY: 1>) 1 5188 62
[CANCELLED] 1712715421611510895 ('EPT', <Side.BUY: 1>)
1712715421611510900 ('EPT', <Side.BUY: 1>) 1 4845 0
[CANCELLED] 1712715421611510905 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611510901 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611510902 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715421611510903 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715421611510904 ('BRV', <Side.BUY: 1>)
1712715421611510924 ('MKU', <Side.SELL: 2>) 2 5181 -21
1712715421611510926 ('MKU', <Side.SELL: 2>) 2 5181 -1
1712715421611510912 ('EPT', <Side.SELL: 2>) 2 4871 0
1712715421611510918 ('DLO', <Side.SELL: 2>) 2 5016 0
1712715421611510914 ('EPT', <Side.SELL: 2>) 2 4891 0
1712715421611510909 ('IGM', <Side.BUY: 1>) 1 5557 0
1712715421611510916 ('EPT', <Side.SELL: 2>) 2 4911 0
[CANCELLED] 1712715421611510906 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611510911 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611510913 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611510915 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611510907 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611510917 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611510919 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611510920 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715421611510921 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611510922 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715421611510908 ('MKU', <Side.BUY: 1>)
