[REJECTED] 1712716296886696720 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750459734 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750459735 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750459736 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750459722 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716366750459737 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716366750459739 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716366750459740 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750459741 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716366750459742 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750459744 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716366750459745 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750459746 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716366750459747 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750459748 ('IGM', <Side.SELL: 2>)
1712716366750459758 ('IGM', <Side.BUY: 1>) 7 5339 45
[CANCELLED] 1712716366750459724 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716366750459749 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716366750459750 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712716366750459751 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716366750459752 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712716366750459753 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716366750459754 ('BRV', <Side.SELL: 2>)
1712716366750459778 ('IGM', <Side.BUY: 1>) 2 5336 28
1712716366750459759 ('BRV', <Side.BUY: 1>) 1 5514 0
1712716366750459757 ('MKU', <Side.BUY: 1>) 1 5200 0
1712716366750459761 ('EPT', <Side.SELL: 2>) 2 4703 0
1712716366750459756 ('DLO', <Side.BUY: 1>) 1 4999 0
[CANCELLED] 1712716366750459755 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750459760 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750459762 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750459763 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750459764 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750459765 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750459766 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750459767 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750459768 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750459769 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750459770 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750459771 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750459772 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716366750459773 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750459774 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716366750459775 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750459776 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716366750459777 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750459779 ('IGM', <Side.SELL: 2>)
1712716366750459784 ('BRV', <Side.BUY: 1>) 1 5495 3
1712716366750459782 ('MKU', <Side.BUY: 1>) 1 5200 0
1712716366750459781 ('DLO', <Side.BUY: 1>) 1 5000 0
1712716366750459809 ('BRV', <Side.BUY: 1>) 2 5478 0
1712716366750459797 ('MKU', <Side.BUY: 1>) 2 5180 0
1712716366750459783 ('IGM', <Side.BUY: 1>) 5 5324 0
1712716366750459811 ('BRV', <Side.BUY: 1>) 2 5458 0
1712716366750459813 ('BRV', <Side.BUY: 1>) 2 5438 0
[CANCELLED] 1712716366750459780 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750459785 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750459786 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750459787 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750459788 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750459789 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750459790 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750459791 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750459792 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750459793 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750459794 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750459795 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750459796 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750459798 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750459799 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716366750459800 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750459801 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716366750459802 ('MKU', <Side.SELL: 2>)
1712716366750459817 ('MKU', <Side.BUY: 1>) 1 5168 3
[CANCELLED] 1712716366750459803 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750459804 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716366750459805 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750459806 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716366750459807 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750459808 ('IGM', <Side.SELL: 2>)
1712716366750459818 ('IGM', <Side.BUY: 1>) 4 5316 9
[CANCELLED] 1712716366750459810 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712716366750459812 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712716366750459814 ('BRV', <Side.SELL: 2>)
1712716366750459819 ('BRV', <Side.BUY: 1>) 1 5431 20
1712716366750459816 ('DLO', <Side.BUY: 1>) 1 4983 0
1712716366750459838 ('IGM', <Side.BUY: 1>) 2 5305 0
1712716366750459844 ('BRV', <Side.BUY: 1>) 2 5418 13
1712716366750459846 ('BRV', <Side.BUY: 1>) 2 5411 0
1712716366750459821 ('EPT', <Side.SELL: 2>) 2 4726 0
[CANCELLED] 1712716366750459815 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750459820 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750459822 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750459823 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750459824 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750459825 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750459826 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750459827 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750459828 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750459829 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750459830 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750459831 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750459832 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716366750459833 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750459834 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716366750459835 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750459836 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716366750459837 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750459839 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716366750459840 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750459841 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716366750459842 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750459843 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716366750459845 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712716366750459847 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712716366750459848 ('BRV', <Side.BUY: 1>)
1712716366750459852 ('IGM', <Side.BUY: 1>) 4 5286 0
1712716366750459851 ('MKU', <Side.BUY: 1>) 1 5153 0
1712716366750459872 ('IGM', <Side.BUY: 1>) 2 5266 0
1712716366750459853 ('BRV', <Side.BUY: 1>) 1 5392 0
1712716366750459850 ('DLO', <Side.BUY: 1>) 1 4966 0
1712716366750459874 ('IGM', <Side.BUY: 1>) 2 5246 0
[CANCELLED] 1712716366750459849 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750459854 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750459855 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750459856 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750459857 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750459858 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750459859 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750459860 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750459861 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750459862 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750459863 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750459864 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750459865 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750459866 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716366750459867 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750459868 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716366750459869 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750459870 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716366750459871 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750459873 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716366750459875 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716366750459876 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750459877 ('IGM', <Side.SELL: 2>)
1712716366750459887 ('IGM', <Side.BUY: 1>) 3 5241 6
[CANCELLED] 1712716366750459878 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716366750459879 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712716366750459880 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716366750459881 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712716366750459882 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716366750459883 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712716366750459884 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750459889 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750459890 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750459891 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750459892 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750459893 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750459894 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750459885 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750459895 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750459896 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750459897 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750459898 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750459899 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750459900 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750459886 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716366750459901 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716366750459902 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750459903 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716366750459904 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750459905 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716366750459906 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750459907 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750459908 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716366750459909 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750459910 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716366750459911 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750459912 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716366750459888 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716366750459913 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716366750459914 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712716366750459915 ('BRV', <Side.BUY: 1>)
1712716366750459916 ('EPT', <Side.BUY: 1>) 1 4771 0
1712716366750459917 ('DLO', <Side.BUY: 1>) 1 4967 0
1712716366750459918 ('MKU', <Side.BUY: 1>) 1 5159 0
1712716366750459921 ('EPT', <Side.BUY: 1>) 2 4751 0
1712716366750459933 ('MKU', <Side.BUY: 1>) 2 5139 0
1712716366750459927 ('DLO', <Side.BUY: 1>) 2 4947 0
1712716366750459920 ('BRV', <Side.BUY: 1>) 1 5376 0
1712716366750459945 ('BRV', <Side.BUY: 1>) 2 5356 0
1712716366750459947 ('BRV', <Side.BUY: 1>) 2 5336 0
1712716366750459935 ('MKU', <Side.BUY: 1>) 2 5119 0
1712716366750459929 ('DLO', <Side.BUY: 1>) 2 4927 0
1712716366750459919 ('IGM', <Side.BUY: 1>) 3 5228 0
[CANCELLED] 1712716366750459922 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750459923 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750459924 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750459925 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750459926 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750459928 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750459930 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750459931 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750459932 ('DLO', <Side.SELL: 2>)
1712716366750459950 ('DLO', <Side.BUY: 1>) 1 4921 13
[CANCELLED] 1712716366750459934 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750459936 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750459937 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716366750459938 ('MKU', <Side.SELL: 2>)
1712716366750459951 ('MKU', <Side.BUY: 1>) 1 5102 33
[CANCELLED] 1712716366750459939 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750459940 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716366750459941 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750459942 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716366750459943 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750459944 ('IGM', <Side.SELL: 2>)
1712716366750459952 ('IGM', <Side.BUY: 1>) 3 5226 25
[CANCELLED] 1712716366750459946 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712716366750459948 ('BRV', <Side.SELL: 2>)
1712716366750459953 ('BRV', <Side.BUY: 1>) 1 5295 65
1712716366750459966 ('MKU', <Side.BUY: 1>) 2 5102 13
1712716366750459972 ('IGM', <Side.BUY: 1>) 2 5226 5
1712716366750459978 ('BRV', <Side.BUY: 1>) 2 5295 45
1712716366750459980 ('BRV', <Side.BUY: 1>) 2 5295 25
1712716366750459982 ('BRV', <Side.BUY: 1>) 2 5295 5
1712716366750459974 ('IGM', <Side.BUY: 1>) 2 5211 0
1712716366750459968 ('MKU', <Side.BUY: 1>) 2 5095 0
1712716366750459970 ('MKU', <Side.BUY: 1>) 2 5075 0
1712716366750459960 ('DLO', <Side.BUY: 1>) 2 4914 0
[CANCELLED] 1712716366750459949 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750459954 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750459955 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750459956 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750459957 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750459958 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750459959 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750459961 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750459962 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750459963 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750459964 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750459965 ('DLO', <Side.SELL: 2>)
1712716366750459985 ('DLO', <Side.BUY: 1>) 1 4909 6
[CANCELLED] 1712716366750459967 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750459969 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750459971 ('MKU', <Side.SELL: 2>)
1712716366750459986 ('MKU', <Side.BUY: 1>) 1 5068 8
[CANCELLED] 1712716366750459973 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716366750459975 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716366750459976 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750459977 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716366750459979 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712716366750459981 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712716366750459983 ('BRV', <Side.SELL: 2>)
1712716366750459988 ('BRV', <Side.BUY: 1>) 1 5233 21
1712716366750460013 ('BRV', <Side.BUY: 1>) 2 5233 1
1712716366750460001 ('MKU', <Side.BUY: 1>) 2 5056 0
1712716366750460015 ('BRV', <Side.BUY: 1>) 2 5214 0
1712716366750460003 ('MKU', <Side.BUY: 1>) 2 5036 0
1712716366750459995 ('DLO', <Side.BUY: 1>) 2 4895 0
1712716366750460017 ('BRV', <Side.BUY: 1>) 2 5194 0
1712716366750460005 ('MKU', <Side.BUY: 1>) 2 5016 0
1712716366750459984 ('EPT', <Side.BUY: 1>) 1 4772 0
[CANCELLED] 1712716366750459989 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750459990 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750459991 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750459992 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750459993 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750459994 ('EPT', <Side.SELL: 2>)
1712716366750460019 ('EPT', <Side.BUY: 1>) 1 4762 12
[CANCELLED] 1712716366750459996 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750459997 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750459998 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750459999 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750460000 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750460002 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750460004 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750460006 ('MKU', <Side.SELL: 2>)
1712716366750460021 ('MKU', <Side.BUY: 1>) 1 5010 7
[CANCELLED] 1712716366750459987 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750460007 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750460008 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716366750460009 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750460010 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716366750460011 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750460012 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716366750460014 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712716366750460016 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712716366750460018 ('BRV', <Side.SELL: 2>)
1712716366750460023 ('BRV', <Side.BUY: 1>) 1 5158 1
1712716366750460043 ('IGM', <Side.SELL: 2>) 2 5225 0
1712716366750460020 ('DLO', <Side.BUY: 1>) 1 4880 0
1712716366750460024 ('EPT', <Side.BUY: 1>) 2 4754 0
1712716366750460036 ('MKU', <Side.BUY: 1>) 2 4997 0
1712716366750460048 ('BRV', <Side.BUY: 1>) 2 5139 0
1712716366750460038 ('MKU', <Side.BUY: 1>) 2 4977 0
1712716366750460045 ('IGM', <Side.SELL: 2>) 2 5245 0
1712716366750460050 ('BRV', <Side.BUY: 1>) 2 5119 0
1712716366750460040 ('MKU', <Side.BUY: 1>) 2 4957 0
1712716366750460052 ('BRV', <Side.BUY: 1>) 2 5099 0
1712716366750460030 ('DLO', <Side.BUY: 1>) 2 4860 0
[CANCELLED] 1712716366750460025 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750460026 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750460027 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750460028 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750460029 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750460031 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750460032 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750460033 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750460034 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750460035 ('DLO', <Side.SELL: 2>)
1712716366750460055 ('DLO', <Side.BUY: 1>) 1 4849 10
[CANCELLED] 1712716366750460037 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750460039 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750460041 ('MKU', <Side.SELL: 2>)
1712716366750460056 ('MKU', <Side.BUY: 1>) 1 4930 15
[CANCELLED] 1712716366750460022 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750460042 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750460044 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750460046 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750460047 ('IGM', <Side.SELL: 2>)
1712716366750460057 ('IGM', <Side.BUY: 1>) 2 5205 20
[CANCELLED] 1712716366750460049 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712716366750460051 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712716366750460053 ('BRV', <Side.SELL: 2>)
1712716366750460058 ('BRV', <Side.BUY: 1>) 1 5050 34
1712716366750460077 ('IGM', <Side.BUY: 1>) 2 5205 0
1712716366750460083 ('BRV', <Side.BUY: 1>) 2 5050 14
[CANCELLED] 1712716366750460054 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750460059 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750460060 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750460061 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750460062 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750460063 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750460064 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750460065 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750460066 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750460067 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750460068 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750460069 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750460070 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750460071 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716366750460072 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750460073 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716366750460074 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750460075 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716366750460076 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750460078 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716366750460079 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750460080 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716366750460081 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750460082 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716366750460084 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712716366750460085 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716366750460086 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712716366750460087 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716366750460088 ('BRV', <Side.SELL: 2>)
1712716366750460119 ('BRV', <Side.SELL: 2>) 2 5108 0
1712716366750460089 ('EPT', <Side.BUY: 1>) 1 4757 0
1712716366750460094 ('EPT', <Side.BUY: 1>) 2 4737 0
[CANCELLED] 1712716366750460095 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750460096 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750460097 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750460098 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750460099 ('EPT', <Side.SELL: 2>)
1712716366750460123 ('EPT', <Side.BUY: 1>) 1 4737 1
[CANCELLED] 1712716366750460090 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750460100 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750460101 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750460102 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750460103 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750460104 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750460105 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750460091 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716366750460106 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716366750460107 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750460108 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716366750460109 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750460110 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716366750460111 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750460092 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750460112 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750460113 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716366750460114 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750460115 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716366750460116 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750460117 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716366750460093 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716366750460118 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716366750460120 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716366750460121 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712716366750460122 ('BRV', <Side.BUY: 1>)
1712716366750460153 ('BRV', <Side.SELL: 2>) 2 5132 0
1712716366750460126 ('IGM', <Side.BUY: 1>) 2 5218 0
1712716366750460141 ('MKU', <Side.SELL: 2>) 2 4984 0
