1712717966233274882 ('MKU', <Side.BUY: 1>) 1 5036 1
[CANCELLED] 1712717966233280773 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233280774 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233280775 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233280776 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233280777 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233280778 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233280779 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233280780 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233280781 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233280782 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233280783 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233280784 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233280786 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717966233280788 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717966233280790 ('BRV', <Side.SELL: 2>)
1712717966233280792 ('DLO', <Side.BUY: 1>) 1 5116 0
[CANCELLED] 1712717966233280791 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233280795 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233280796 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233280797 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233280798 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233280799 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233280800 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233280801 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233280802 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233280803 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233280804 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233280805 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233280806 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233280793 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233280807 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233280808 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233280809 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233280810 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233280811 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233280812 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233280794 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233280813 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233280814 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233280815 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233280816 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233280817 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233280818 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233280819 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717966233280820 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717966233280821 ('BRV', <Side.SELL: 2>)
1712717966233280845 ('IGM', <Side.SELL: 2>) 2 4858 0
1712717966233280850 ('BRV', <Side.SELL: 2>) 2 5191 0
1712717966233280839 ('MKU', <Side.SELL: 2>) 2 5198 0
1712717966233280847 ('IGM', <Side.SELL: 2>) 2 4878 0
1712717966233280822 ('EPT', <Side.BUY: 1>) 1 5142 0
1712717966233280851 ('BRV', <Side.SELL: 2>) 2 5211 0
1712717966233280849 ('IGM', <Side.SELL: 2>) 2 4898 0
[CANCELLED] 1712717966233280826 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233280827 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233280828 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233280829 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233280830 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233280831 ('EPT', <Side.SELL: 2>)
1712717966233280853 ('EPT', <Side.BUY: 1>) 1 5139 3
[CANCELLED] 1712717966233280823 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233280832 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233280833 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233280834 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233280835 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233280836 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233280837 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233280824 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233280838 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233280840 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233280841 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233280842 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233280843 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233280825 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233280844 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233280846 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233280848 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233280852 ('BRV', <Side.SELL: 2>)
1712717966233280877 ('IGM', <Side.SELL: 2>) 2 4904 -1
1712717966233280855 ('MKU', <Side.BUY: 1>) 2 5191 0
1712717966233280857 ('BRV', <Side.BUY: 1>) 1 5195 0
1712717966233280882 ('BRV', <Side.BUY: 1>) 2 5175 0
1712717966233280859 ('EPT', <Side.SELL: 2>) 2 5164 0
[CANCELLED] 1712717966233280858 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233280860 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233280861 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233280862 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233280863 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233280854 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233280864 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233280865 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233280866 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233280867 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233280868 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233280869 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233280870 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233280871 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233280872 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233280873 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233280874 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233280875 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233280856 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233280876 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233280878 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233280879 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233280880 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233280881 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233280883 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717966233280884 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717966233280885 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717966233280886 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717966233280887 ('BRV', <Side.SELL: 2>)
1712717966233280892 ('BRV', <Side.BUY: 1>) 1 5169 7
[REJECTED] 1712717966233280917 ('BRV', <Side.BUY: 1>)
[REJECTED] 1712717966233280919 ('BRV', <Side.BUY: 1>)
[REJECTED] 1712717966233280921 ('BRV', <Side.BUY: 1>)
1712717966233280888 ('EPT', <Side.BUY: 1>) 1 5147 0
1712717966233280889 ('DLO', <Side.BUY: 1>) 1 5133 0
1712717966233280890 ('MKU', <Side.BUY: 1>) 1 5175 0
[CANCELLED] 1712717966233280893 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233280894 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233280895 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233280896 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233280897 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233280898 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233280899 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233280900 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233280901 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233280902 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233280903 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233280904 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233280905 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233280906 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233280907 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233280908 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233280909 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233280910 ('MKU', <Side.SELL: 2>)
1712717966233280925 ('MKU', <Side.BUY: 1>) 1 5171 4
[CANCELLED] 1712717966233280891 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233280911 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233280912 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233280913 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233280914 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233280915 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233280916 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233280918 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717966233280920 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717966233280922 ('BRV', <Side.SELL: 2>)
1712717966233280923 ('EPT', <Side.BUY: 1>) 1 5135 0
1712717966233280939 ('MKU', <Side.BUY: 1>) 2 5155 0
1712717966233280926 ('IGM', <Side.BUY: 1>) 2 4895 0
[CANCELLED] 1712717966233280927 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233280928 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233280929 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233280930 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233280931 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233280932 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233280924 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233280933 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233280934 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233280935 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233280936 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233280937 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233280938 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233280940 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233280941 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233280942 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233280943 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233280944 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233280945 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233280946 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233280947 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233280948 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233280949 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233280950 ('IGM', <Side.SELL: 2>)
1712717966233280957 ('IGM', <Side.BUY: 1>) 2 4882 17
[CANCELLED] 1712717966233280951 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717966233280952 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717966233280953 ('BRV', <Side.SELL: 2>)
1712717966233280955 ('DLO', <Side.BUY: 1>) 1 5116 0
1712717966233280956 ('MKU', <Side.BUY: 1>) 1 5162 0
1712717966233280976 ('IGM', <Side.BUY: 1>) 2 4879 0
1712717966233280978 ('IGM', <Side.BUY: 1>) 2 4859 0
1712717966233280970 ('MKU', <Side.BUY: 1>) 2 5142 0
1712717966233280980 ('IGM', <Side.BUY: 1>) 2 4839 0
1712717966233280972 ('MKU', <Side.BUY: 1>) 2 5122 0
1712717966233280964 ('DLO', <Side.BUY: 1>) 2 5096 0
1712717966233280974 ('MKU', <Side.BUY: 1>) 2 5102 0
[CANCELLED] 1712717966233280954 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233280958 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233280959 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233280960 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233280961 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233280962 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233280963 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233280965 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233280966 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233280967 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233280968 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233280969 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233280971 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233280973 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233280975 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233280977 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233280979 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233280981 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233280982 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717966233280983 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717966233280984 ('BRV', <Side.SELL: 2>)
[REJECTED] 1712717966233281000 ('MKU', <Side.SELL: 2>)
[REJECTED] 1712717966233281001 ('MKU', <Side.SELL: 2>)
[REJECTED] 1712717966233281002 ('MKU', <Side.SELL: 2>)
1712717966233280985 ('EPT', <Side.BUY: 1>) 1 5165 0
1712717966233280988 ('EPT', <Side.BUY: 1>) 2 5145 0
1712717966233281004 ('IGM', <Side.SELL: 2>) 2 4821 0
1712717966233281006 ('IGM', <Side.SELL: 2>) 2 4841 0
[CANCELLED] 1712717966233280989 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233280990 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233280991 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233280992 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233280993 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233280986 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233280994 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233280995 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233280996 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233280997 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233280998 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233280999 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233280987 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233281003 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233281005 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233281007 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233281008 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233281009 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717966233281010 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717966233281011 ('BRV', <Side.SELL: 2>)
[REJECTED] 1712717966233281027 ('MKU', <Side.SELL: 2>)
[REJECTED] 1712717966233281028 ('MKU', <Side.SELL: 2>)
[REJECTED] 1712717966233281029 ('MKU', <Side.SELL: 2>)
1712717966233281014 ('IGM', <Side.BUY: 1>) 1 4838 0
1712717966233281030 ('IGM', <Side.BUY: 1>) 2 4818 0
1712717966233281016 ('EPT', <Side.SELL: 2>) 2 5173 0
1712717966233281032 ('IGM', <Side.BUY: 1>) 2 4798 0
1712717966233281013 ('DLO', <Side.BUY: 1>) 1 5078 0
1712717966233281018 ('EPT', <Side.SELL: 2>) 2 5193 0
[CANCELLED] 1712717966233281012 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233281015 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233281017 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233281019 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233281020 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233281021 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233281022 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233281023 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233281024 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233281025 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233281026 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233281031 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233281033 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233281034 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233281035 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233281036 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717966233281037 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717966233281038 ('BRV', <Side.SELL: 2>)
[REJECTED] 1712717966233281054 ('MKU', <Side.SELL: 2>)
[REJECTED] 1712717966233281055 ('MKU', <Side.SELL: 2>)
[REJECTED] 1712717966233281056 ('MKU', <Side.SELL: 2>)
1712717966233281063 ('BRV', <Side.SELL: 2>) 2 4977 0
1712717966233281064 ('BRV', <Side.SELL: 2>) 2 4997 0
[CANCELLED] 1712717966233281039 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233281042 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233281043 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233281044 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233281045 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233281046 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233281047 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233281040 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233281048 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233281049 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233281050 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233281051 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233281052 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233281053 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233281041 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233281057 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233281058 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233281059 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233281060 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233281061 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233281062 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233281065 ('BRV', <Side.SELL: 2>)
1712717966233281067 ('DLO', <Side.BUY: 1>) 1 5086 0
[REJECTED] 1712717966233281082 ('MKU', <Side.SELL: 2>)
[REJECTED] 1712717966233281083 ('MKU', <Side.SELL: 2>)
[REJECTED] 1712717966233281084 ('MKU', <Side.SELL: 2>)
1712717966233281066 ('EPT', <Side.BUY: 1>) 1 5207 0
1712717966233281086 ('IGM', <Side.SELL: 2>) 2 4819 0
1712717966233281092 ('BRV', <Side.SELL: 2>) 2 5025 0
1712717966233281094 ('BRV', <Side.SELL: 2>) 2 5045 0
1712717966233281088 ('IGM', <Side.SELL: 2>) 2 4839 0
1712717966233281070 ('EPT', <Side.BUY: 1>) 2 5187 0
1712717966233281096 ('BRV', <Side.SELL: 2>) 2 5065 0
1712717966233281090 ('IGM', <Side.SELL: 2>) 2 4859 0
1712717966233281072 ('EPT', <Side.BUY: 1>) 2 5167 0
[CANCELLED] 1712717966233281071 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233281073 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233281074 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233281075 ('EPT', <Side.SELL: 2>)
1712717966233281097 ('EPT', <Side.BUY: 1>) 1 5164 4
[CANCELLED] 1712717966233281076 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233281077 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233281078 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233281079 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233281080 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233281081 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233281068 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233281085 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233281087 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233281089 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233281069 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717966233281091 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717966233281093 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717966233281095 ('BRV', <Side.BUY: 1>)
[REJECTED] 1712717966233281113 ('MKU', <Side.SELL: 2>)
[REJECTED] 1712717966233281114 ('MKU', <Side.SELL: 2>)
[REJECTED] 1712717966233281115 ('MKU', <Side.SELL: 2>)
1712717966233281101 ('EPT', <Side.BUY: 1>) 2 5148 0
1712717966233281117 ('IGM', <Side.SELL: 2>) 2 4918 0
1712717966233281123 ('BRV', <Side.SELL: 2>) 2 5116 0
[CANCELLED] 1712717966233281102 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233281103 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233281104 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233281105 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233281106 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233281098 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233281107 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233281108 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233281109 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233281110 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233281111 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233281112 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233281099 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233281116 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233281118 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233281119 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233281120 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233281121 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233281100 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717966233281122 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717966233281124 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717966233281125 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717966233281126 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717966233281127 ('BRV', <Side.SELL: 2>)
[REJECTED] 1712717966233281144 ('MKU', <Side.SELL: 2>)
[REJECTED] 1712717966233281145 ('MKU', <Side.SELL: 2>)
[REJECTED] 1712717966233281146 ('MKU', <Side.SELL: 2>)
1712717966233281154 ('BRV', <Side.SELL: 2>) 2 5135 0
1712717966233281148 ('IGM', <Side.SELL: 2>) 2 4966 0
1712717966233281156 ('BRV', <Side.SELL: 2>) 2 5155 0
1712717966233281139 ('DLO', <Side.SELL: 2>) 2 5154 0
1712717966233281150 ('IGM', <Side.SELL: 2>) 2 4986 0
1712717966233281158 ('BRV', <Side.SELL: 2>) 2 5175 0
[CANCELLED] 1712717966233281128 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233281132 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233281133 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233281134 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233281135 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233281136 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233281137 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233281129 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233281138 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233281140 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233281141 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233281142 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233281143 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233281130 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233281147 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233281149 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233281151 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233281152 ('IGM', <Side.SELL: 2>)
1712717966233281161 ('IGM', <Side.BUY: 1>) 2 4993 0
[CANCELLED] 1712717966233281131 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717966233281153 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717966233281155 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717966233281157 ('BRV', <Side.BUY: 1>)
[REJECTED] 1712717966233281175 ('MKU', <Side.SELL: 2>)
[REJECTED] 1712717966233281176 ('MKU', <Side.SELL: 2>)
[REJECTED] 1712717966233281177 ('MKU', <Side.SELL: 2>)
1712717966233281162 ('BRV', <Side.BUY: 1>) 2 5197 0
1712717966233281160 ('DLO', <Side.BUY: 1>) 1 5167 0
1712717966233281184 ('BRV', <Side.BUY: 1>) 2 5177 0
1712717966233281169 ('DLO', <Side.BUY: 1>) 2 5147 0
[CANCELLED] 1712717966233281159 ('EPT', <Side.BUY: 1>)
